schema_name;relname;index_name;indisunique
"b2cpay";"b2cp_aclib_client_master";"b2cp_aclib_client_id_idx";"f"
"b2cpay";"b2cp_aclib_permission";"b2cp_aclib_permission_role_id_idx";"f"
"b2cpay";"b2cp_batch_doc";"b2cp_batch_doc_batch_id_idx";"f"
"b2cpay";"b2cp_check_matrix";"b2cp_check_matrix_doc_type_id_idx";"f"
"b2cpay";"b2cp_check_message";"b2cp_check_message_check_id_idx";"f"
"b2cpay";"b2cp_check_version";"b2cp_check_version_check_id_idx";"f"
"b2cpay";"b2cp_doc_check";"b2cp_doc_check_matrix_id_idx";"f"
"b2cpay";"b2cp_doc_signer";"b2cp_doc_signer_doc_id_idx";"f"
"b2cpay";"b2cp_dra_qrtz_fired_triggers";"dra_idx_qrtz_ft_trig_inst_name";"f"
"b2cpay";"b2cp_dra_qrtz_triggers";"dra_idx_qrtz_t_g";"f"
"b2cpay";"b2cp_dra_qrtz_triggers";"dra_idx_qrtz_t_nft_misfire";"f"
"b2cpay";"b2cp_dra_qrtz_triggers";"dra_idx_qrtz_t_state";"f"
